"route_id,agency_id,route_short_name,route_type,route_long_name,route_color"
"B1_G1,B1_CAI_BUS,G1,3,,"
"B1_G2,B1_CAI_BUS,G2,3,,"
"B1_M 5,B1_CAI_BUS,M 5,3,,"
"B1_M 7,B1_CAI_BUS,M 7,3,,"
"B1_M 10,B1_CAI_BUS,M 10,3,,"
"M_R1,M_CAI-METRO,L1,1,Line 1,0033FF"
"M_R2,M_CAI-METRO,L2,1,Line 2,FF0000"
"M_R3,M_CAI-METRO,L3a,1,Line 3 (Rod El Farag),00FF00"
"M_R4,M_CAI-METRO,L3b,1,Line 3 (Cairo Univ),00FF00"
"MB_1,MB_CAI_BUS,1,3,,"
"MB_2,MB_CAI_BUS,2,3,,"
"MB_3,MB_CAI_BUS,3,3,,"
"MB_4,MB_CAI_BUS,4,3,,"
"MB_5,MB_CAI_BUS,5,3,,"
"MB_6,MB_CAI_BUS,6,3,,"
"MB_7,MB_CAI_BUS,7,3,,"
"MB_8,MB_CAI_BUS,8,3,,"
"MB_9,MB_CAI_BUS,9,3,,"
"MB_10,MB_CAI_BUS,10,3,,"
"MB_11,MB_CAI_BUS,11,3,,"
"MB_12,MB_CAI_BUS,12,3,,"
"MB_13,MB_CAI_BUS,13,3,,"
"MB_14,MB_CAI_BUS,14,3,,"
"MB_15,MB_CAI_BUS,15,3,,"
"MB_16,MB_CAI_BUS,16,3,,"
"MB_17,MB_CAI_BUS,17,3,,"
"MB_18,MB_CAI_BUS,18,3,,"
"MB_19,MB_CAI_BUS,19,3,,"
"MB_20,MB_CAI_BUS,20,3,,"
"MB_21,MB_CAI_BUS,21,3,,"
"MB_22,MB_CAI_BUS,22,3,,"
"MB_23,MB_CAI_BUS,23,3,,"
"MB_24,MB_CAI_BUS,24,3,,"
"MB_25,MB_CAI_BUS,25,3,,"
"MB_26,MB_CAI_BUS,26,3,,"
"MB_27,MB_CAI_BUS,27,3,,"
"MB_28,MB_CAI_BUS,28,3,,"
"MB_29,MB_CAI_BUS,29,3,,"
"MB_30,MB_CAI_BUS,30,3,,"
"MB_31,MB_CAI_BUS,31,3,,"
"MB_32,MB_CAI_BUS,32,3,,"
"MB_33,MB_CAI_BUS,33,3,,"
"MB_34,MB_CAI_BUS,34,3,,"
"MB_35,MB_CAI_BUS,35,3,,"
"MB_36,MB_CAI_BUS,36,3,,"
"MB_37,MB_CAI_BUS,37,3,,"
"MB_38,MB_CAI_BUS,38,3,,"
"MB_39,MB_CAI_BUS,39,3,,"
"MB_40,MB_CAI_BUS,40,3,,"
"MB_41,MB_CAI_BUS,41,3,,"
"MB_42,MB_CAI_BUS,42,3,,"
"MB_43,MB_CAI_BUS,43,3,,"
"MB_44,MB_CAI_BUS,44,3,,"
"MB_45,MB_CAI_BUS,45,3,,"
"MB_46,MB_CAI_BUS,46,3,,"
"MB_47,MB_CAI_BUS,47,3,,"
"MB_48,MB_CAI_BUS,48,3,,"
"MB_49,MB_CAI_BUS,49,3,,"
"MB_50,MB_CAI_BUS,50,3,,"
"MB_51,MB_CAI_BUS,51,3,,"
"MB_52,MB_CAI_BUS,52,3,,"
"MB_53,MB_CAI_BUS,53,3,,"
"MB_54,MB_CAI_BUS,54,3,,"
"MB_55,MB_CAI_BUS,55,3,,"
"MB_56,MB_CAI_BUS,56,3,,"
"MB_57,MB_CAI_BUS,57,3,,"
"MB_58,MB_CAI_BUS,58,3,,"
"MB_59,MB_CAI_BUS,59,3,,"
"MB_60,MB_CAI_BUS,60,3,,"
"MB_61,MB_CAI_BUS,61,3,,"
"MB_62,MB_CAI_BUS,62,3,,"
"MB_63,MB_CAI_BUS,63,3,,"
"MB_64,MB_CAI_BUS,64,3,,"
"MB_65,MB_CAI_BUS,65,3,,"
"MB_66,MB_CAI_BUS,66,3,,"
"MB_67,MB_CAI_BUS,67,3,,"
"MB_68,MB_CAI_BUS,68,3,,"
"MB_69,MB_CAI_BUS,69,3,,"
"MB_70,MB_CAI_BUS,70,3,,"
"MB_71,MB_CAI_BUS,71,3,,"
"MB_72,MB_CAI_BUS,72,3,,"
"MB_73,MB_CAI_BUS,73,3,,"
"MB_74,MB_CAI_BUS,74,3,,"
"MB_75,MB_CAI_BUS,75,3,,"
"MB_76,MB_CAI_BUS,76,3,,"
"MB_77,MB_CAI_BUS,77,3,,"
"MB_78,MB_CAI_BUS,78,3,,"
"MB_79,MB_CAI_BUS,79,3,,"
"MB_80,MB_CAI_BUS,80,3,,"
"MB_81,MB_CAI_BUS,81,3,,"
"MB_82,MB_CAI_BUS,82,3,,"
"MB_83,MB_CAI_BUS,83,3,,"
"MB_84,MB_CAI_BUS,84,3,,"
"MB_85,MB_CAI_BUS,85,3,,"
"MB_86,MB_CAI_BUS,86,3,,"
"MB_87,MB_CAI_BUS,87,3,,"
"MB_88,MB_CAI_BUS,88,3,,"
"MB_89,MB_CAI_BUS,89,3,,"
"MB_90,MB_CAI_BUS,90,3,,"
"MB_91,MB_CAI_BUS,91,3,,"
"MB_92,MB_CAI_BUS,92,3,,"
"MB_93,MB_CAI_BUS,93,3,,"
"MB_94,MB_CAI_BUS,94,3,,"
"MB_95,MB_CAI_BUS,95,3,,"
"MB_96,MB_CAI_BUS,96,3,,"
"MB_97,MB_CAI_BUS,97,3,,"
"MB_98,MB_CAI_BUS,98,3,,"
"MB_99,MB_CAI_BUS,99,3,,"
"MB_100,MB_CAI_BUS,100,3,,"
"MB_101,MB_CAI_BUS,101,3,,"
"MB_102,MB_CAI_BUS,102,3,,"
"MB_103,MB_CAI_BUS,103,3,,"
"MB_104,MB_CAI_BUS,104,3,,"
"MB_105,MB_CAI_BUS,105,3,,"
"MB_106,MB_CAI_BUS,106,3,,"
"MB_107,MB_CAI_BUS,107,3,,"
"MB_108,MB_CAI_BUS,108,3,,"
"MB_109,MB_CAI_BUS,109,3,,"
"MB_110,MB_CAI_BUS,110,3,,"
"MB_111,MB_CAI_BUS,111,3,,"
"MB_112,MB_CAI_BUS,112,3,,"
"MB_113,MB_CAI_BUS,113,3,,"
"MB_114,MB_CAI_BUS,114,3,,"
"MB_115,MB_CAI_BUS,115,3,,"
"MB_116,MB_CAI_BUS,116,3,,"
"MB_117,MB_CAI_BUS,117,3,,"
"MB_118,MB_CAI_BUS,118,3,,"
"MB_119,MB_CAI_BUS,119,3,,"
"MB_120,MB_CAI_BUS,120,3,,"
"MB_121,MB_CAI_BUS,121,3,,"
"MB_122,MB_CAI_BUS,122,3,,"
"MB_123,MB_CAI_BUS,123,3,,"
"MB_124,MB_CAI_BUS,124,3,,"
"MB_125,MB_CAI_BUS,125,3,,"
"MB_126,MB_CAI_BUS,126,3,,"
"MB_127,MB_CAI_BUS,127,3,,"
"MB_128,MB_CAI_BUS,128,3,,"
"MB_129,MB_CAI_BUS,129,3,,"
"MB_130,MB_CAI_BUS,130,3,,"
"MB_131,MB_CAI_BUS,131,3,,"
"MB_132,MB_CAI_BUS,132,3,,"
"MB_133,MB_CAI_BUS,133,3,,"
"MB_134,MB_CAI_BUS,134,3,,"
"MB_135,MB_CAI_BUS,135,3,,"
"MB_136,MB_CAI_BUS,136,3,,"
"MB_137,MB_CAI_BUS,137,3,,"
"MB_138,MB_CAI_BUS,138,3,,"
"MB_139,MB_CAI_BUS,139,3,,"
"MB_140,MB_CAI_BUS,140,3,,"
"MB_141,MB_CAI_BUS,141,3,,"
"MB_142,MB_CAI_BUS,142,3,,"
"MB_143,MB_CAI_BUS,143,3,,"
"MB_144,MB_CAI_BUS,144,3,,"
"MB_145,MB_CAI_BUS,145,3,,"
"MB_146,MB_CAI_BUS,146,3,,"
"MB_147,MB_CAI_BUS,147,3,,"
"MB_148,MB_CAI_BUS,148,3,,"
"MB_149,MB_CAI_BUS,149,3,,"
"MB_150,MB_CAI_BUS,150,3,,"
"MB_151,MB_CAI_BUS,151,3,,"
"MB_152,MB_CAI_BUS,152,3,,"
"MB_153,MB_CAI_BUS,153,3,,"
"MB_154,MB_CAI_BUS,154,3,,"
"MB_155,MB_CAI_BUS,155,3,,"
"MB_156,MB_CAI_BUS,156,3,,"
"MB_157,MB_CAI_BUS,157,3,,"
"MB_158,MB_CAI_BUS,158,3,,"
"MB_159,MB_CAI_BUS,159,3,,"
"MB_160,MB_CAI_BUS,160,3,,"
"MB_161,MB_CAI_BUS,161,3,,"
"MB_162,MB_CAI_BUS,162,3,,"
"MB_163,MB_CAI_BUS,163,3,,"
"MB_164,MB_CAI_BUS,164,3,,"
"MB_165,MB_CAI_BUS,165,3,,"
"MB_166,MB_CAI_BUS,166,3,,"
"MB_167,MB_CAI_BUS,167,3,,"
"MB_168,MB_CAI_BUS,168,3,,"
"MB_169,MB_CAI_BUS,169,3,,"
"MB_170,MB_CAI_BUS,170,3,,"
"MB_171,MB_CAI_BUS,171,3,,"
"MB_172,MB_CAI_BUS,172,3,,"
"MB_173,MB_CAI_BUS,173,3,,"
"MB_174,MB_CAI_BUS,174,3,,"
"MB_175,MB_CAI_BUS,175,3,,"
"MB_176,MB_CAI_BUS,176,3,,"
"MB_177,MB_CAI_BUS,177,3,,"
"MB_178,MB_CAI_BUS,178,3,,"
"MB_179,MB_CAI_BUS,179,3,,"
"MB_180,MB_CAI_BUS,180,3,,"
"MB_181,MB_CAI_BUS,181,3,,"
"MB_182,MB_CAI_BUS,182,3,,"
"MB_183,MB_CAI_BUS,183,3,,"
"MB_184,MB_CAI_BUS,184,3,,"
"MB_185,MB_CAI_BUS,185,3,,"
"MB_186,MB_CAI_BUS,186,3,,"
"MB_187,MB_CAI_BUS,187,3,,"
"MB_188,MB_CAI_BUS,188,3,,"
"MB_189,MB_CAI_BUS,189,3,,"
"MB_190,MB_CAI_BUS,190,3,,"
"MB_191,MB_CAI_BUS,191,3,,"
"MB_192,MB_CAI_BUS,192,3,,"
"MB_193,MB_CAI_BUS,193,3,,"
"MB_194,MB_CAI_BUS,194,3,,"
"MB_195,MB_CAI_BUS,195,3,,"
"MB_196,MB_CAI_BUS,196,3,,"
"MB_197,MB_CAI_BUS,197,3,,"
"MB_198,MB_CAI_BUS,198,3,,"
"MB_199,MB_CAI_BUS,199,3,,"
"MB_200,MB_CAI_BUS,200,3,,"
"MB_201,MB_CAI_BUS,201,3,,"
"MB_202,MB_CAI_BUS,202,3,,"
"MB_203,MB_CAI_BUS,203,3,,"
"MB_204,MB_CAI_BUS,204,3,,"
"MB_205,MB_CAI_BUS,205,3,,"
"MB_206,MB_CAI_BUS,206,3,,"
"MB_207,MB_CAI_BUS,207,3,,"
"MB_208,MB_CAI_BUS,208,3,,"
"MB_209,MB_CAI_BUS,209,3,,"
"MB_210,MB_CAI_BUS,210,3,,"
"MB_211,MB_CAI_BUS,211,3,,"
"MB_212,MB_CAI_BUS,212,3,,"
"MB_213,MB_CAI_BUS,213,3,,"
"MB_214,MB_CAI_BUS,214,3,,"
"MB_215,MB_CAI_BUS,215,3,,"
"MB_216,MB_CAI_BUS,216,3,,"
"MB_217,MB_CAI_BUS,217,3,,"
"MB_218,MB_CAI_BUS,218,3,,"
"MB_219,MB_CAI_BUS,219,3,,"
"MB_220,MB_CAI_BUS,220,3,,"
"MB_221,MB_CAI_BUS,221,3,,"
"MB_222,MB_CAI_BUS,222,3,,"
"MB_223,MB_CAI_BUS,223,3,,"
"MB_224,MB_CAI_BUS,224,3,,"
"MB_225,MB_CAI_BUS,225,3,,"
"MB_226,MB_CAI_BUS,226,3,,"
"MB_227,MB_CAI_BUS,227,3,,"
"MB_228,MB_CAI_BUS,228,3,,"
"MB_229,MB_CAI_BUS,229,3,,"
"MB_230,MB_CAI_BUS,230,3,,"
"MB_231,MB_CAI_BUS,231,3,,"
"MB_232,MB_CAI_BUS,232,3,,"
"MB_233,MB_CAI_BUS,233,3,,"
"MB_234,MB_CAI_BUS,234,3,,"
"MB_235,MB_CAI_BUS,235,3,,"
"MB_236,MB_CAI_BUS,236,3,,"
"MB_237,MB_CAI_BUS,237,3,,"
"MB_238,MB_CAI_BUS,238,3,,"
"MB_239,MB_CAI_BUS,239,3,,"
"MB_240,MB_CAI_BUS,240,3,,"
"MB_241,MB_CAI_BUS,241,3,,"
"MB_242,MB_CAI_BUS,242,3,,"
"MB_243,MB_CAI_BUS,243,3,,"
"MB_244,MB_CAI_BUS,244,3,,"
"MB_245,MB_CAI_BUS,245,3,,"
"MB_246,MB_CAI_BUS,246,3,,"
"MB_247,MB_CAI_BUS,247,3,,"
"MB_248,MB_CAI_BUS,248,3,,"
"MB_249,MB_CAI_BUS,249,3,,"
"MB_250,MB_CAI_BUS,250,3,,"
"MB_251,MB_CAI_BUS,251,3,,"
"MB_252,MB_CAI_BUS,252,3,,"
"MB_253,MB_CAI_BUS,253,3,,"
"MB_254,MB_CAI_BUS,254,3,,"
"MB_255,MB_CAI_BUS,255,3,,"
"MB_256,MB_CAI_BUS,256,3,,"
"MB_257,MB_CAI_BUS,257,3,,"
"MB_258,MB_CAI_BUS,258,3,,"
"MB_259,MB_CAI_BUS,259,3,,"
"MB_260,MB_CAI_BUS,260,3,,"
"MB_261,MB_CAI_BUS,261,3,,"
"MB_262,MB_CAI_BUS,262,3,,"
"MB_263,MB_CAI_BUS,263,3,,"
"MB_264,MB_CAI_BUS,264,3,,"
"MB_265,MB_CAI_BUS,265,3,,"
"MB_266,MB_CAI_BUS,266,3,,"
"MB_267,MB_CAI_BUS,267,3,,"
"MB_268,MB_CAI_BUS,268,3,,"
"MB_269,MB_CAI_BUS,269,3,,"
"MB_270,MB_CAI_BUS,270,3,,"
"MB_271,MB_CAI_BUS,271,3,,"
"MB_272,MB_CAI_BUS,272,3,,"
"MB_273,MB_CAI_BUS,273,3,,"
"MB_274,MB_CAI_BUS,274,3,,"
"MB_275,MB_CAI_BUS,275,3,,"
"MB_276,MB_CAI_BUS,276,3,,"
"MB_277,MB_CAI_BUS,277,3,,"
"MB_278,MB_CAI_BUS,278,3,,"
"MB_279,MB_CAI_BUS,279,3,,"
"MB_280,MB_CAI_BUS,280,3,,"
"MB_281,MB_CAI_BUS,281,3,,"
"MB_282,MB_CAI_BUS,282,3,,"
"MB_283,MB_CAI_BUS,283,3,,"
"MB_284,MB_CAI_BUS,284,3,,"
"MB_285,MB_CAI_BUS,285,3,,"
"MB_286,MB_CAI_BUS,286,3,,"
"MB_287,MB_CAI_BUS,287,3,,"
"MB_288,MB_CAI_BUS,288,3,,"
"MB_289,MB_CAI_BUS,289,3,,"
"MB_290,MB_CAI_BUS,290,3,,"
